Sales_ID,month,year,KM_driven,Fuel_Type,Horse_Power,Color,Transmission,Engine,Doors,Cylinders,Gears,Sport_Model,selling_price
299,Oct,2005,43460.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,14835.0
300,Jun,2005,42400.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,14575.0
301,Aug,2005,42142.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13515.0
302,Apr,2005,42039.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,13250.0
303,Feb,2005,42029.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,14787.0
304,Jun,2005,41895.0,Petrol,97,Metallic,Manual,1398,3,4,5,0,12190.0
305,Jan,2005,41887.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,14787.0
306,Apr,2005,41805.0,Petrol,97,Non-Metallic,Manual,1400,5,4,5,0,12609.0
307,Jan,2005,41340.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,10547.0
308,Mar,2005,41268.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,14310.0
309,Aug,2005,41141.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,1,12137.0
310,Mar,2005,40985.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13197.0
311,May,2005,40972.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727.0
312,Jan,2005,40769.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,14835.0
313,Mar,2005,40363.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,12455.0
314,Jun,2005,40049.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,12349.0
315,Feb,2005,39831.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,10547.0
316,Apr,2005,39785.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,14787.0
317,Jan,2005,39632.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727.0
318,Jul,2005,39559.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,11607.0
319,Mar,2005,39220.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,10494.0
320,Jan,2005,39220.0,Petrol,110,Non-Metallic,Manual,1600,4,4,5,0,12667.0
321,May,2005,38760.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,1,12709.0
322,Sept,2005,38445.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,11395.0
323,Aug,2005,38238.0,Petrol,110,Metallic,Automatic,1600,5,4,5,0,14787.0
324,Jan,2005,38230.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,11925.0
325,Jun,2005,36675.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727.0
326,Apr,2005,36040.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12667.0
327,Mar,2005,35640.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,11607.0
328,Dec,2005,35606.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727.0
329,Oct,2005,35253.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727.0
330,Feb,2005,35100.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12397.0
331,Apr,2005,34980.0,Petrol,110,Metallic,Automatic,1600,5,4,6,0,11660.0
332,Oct,2005,34917.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,14787.0
333,Jul,2005,34748.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12667.0
334,May,2005,34484.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,12455.0
335,Nov,2005,34377.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,13144.0
336,Oct,2005,33920.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,13250.0
337,Dec,2005,32860.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13674.0
338,Apr,2005,32848.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,12932.0
339,Feb,2005,32587.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,13515.0
340,Mar,2005,32001.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12667.0
341,Apr,2005,31499.0,Petrol,116,Metallic,Manual,1600,5,4,5,0,12614.0
342,Jan,2005,31499.0,Petrol,110,Metallic,Automatic,1600,3,4,5,0,12667.0
343,Mar,2005,31418.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,15847.0
344,Apr,2005,30799.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,12667.0
345,Dec,2005,30438.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727.0
346,Apr,2005,30285.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,15847.0
347,May,2005,30064.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,14257.0
348,Jul,2005,29839.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,14575.0
349,Feb,2005,28939.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,13727.0
350,Dec,2005,28874.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13515.0
351,Jun,2005,28800.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,12609.0
352,Mar,2005,28769.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,10547.0
353,Jul,2005,27838.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13197.0
354,Jul,2005,27560.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,13250.0
355,Feb,2005,26742.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,15847.0
356,Jun,2005,26566.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,14575.0
357,Jun,2005,26206.0,Petrol,110,Metallic,Automatic,1600,4,4,5,0,13457.0
358,Dec,2005,26129.0,Petrol,110,Metallic,Manual,1600,3,4,5,1,15889.0
359,Feb,2005,26026.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13515.0
360,Apr,2005,25944.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,15211.0
361,Jun,2005,25911.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,13727.0
362,Oct,2005,25452.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,12190.0
363,Apr,2005,25440.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,12667.0
364,May,2005,25033.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,14257.0
365,Jul,2005,24237.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13674.0
366,Apr,2005,24147.0,Petrol,86,Metallic,Manual,1300,5,4,5,1,11130.0
367,Oct,2005,23218.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,11607.0
368,Apr,2005,22950.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,12667.0
369,Aug,2005,22790.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12137.0
370,Jan,2005,22289.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,14045.0
371,Jun,2005,19610.0,Petrol,110,Non-Metallic,Manual,1600,4,4,5,0,10865.0
372,Oct,2005,19080.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,14835.0
373,May,2005,18074.0,Petrol,97,Non-Metallic,Manual,1400,5,4,5,0,12667.0
374,Dec,2005,17503.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,14045.0
375,May,2005,17304.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727.0
376,Jul,2005,16960.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,12455.0
377,Jun,2005,12720.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12190.0
378,Feb,2005,10600.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,14310.0
379,Apr,2004,228960.0,Diesel,69,Non-Metallic,Manual,1900,3,4,5,0,6890.0
380,Jun,2004,210057.0,Diesel,69,Non-Metallic,Manual,1900,4,4,5,0,6784.0
381,Apr,2004,186560.0,Diesel,69,Non-Metallic,Manual,1900,3,4,5,0,7420.0
382,Mar,2004,184587.0,Diesel,72,Metallic,Manual,2000,4,4,5,0,8215.0
383,Dec,2004,184440.0,Diesel,69,Metallic,Manual,1900,5,4,5,0,9434.0
384,Feb,2004,159000.0,CNG,110,Metallic,Manual,1600,3,4,5,0,9010.0
385,Mar,2004,158289.0,Diesel,72,Metallic,Manual,2000,5,4,5,1,9487.0
386,Jun,2004,155540.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,10494.0
387,Apr,2004,152124.0,Diesel,69,Non-Metallic,Manual,1900,5,4,5,0,10865.0
388,Sept,2004,150658.0,CNG,110,Non-Metallic,Manual,1600,5,4,5,0,9805.0
389,Sept,2004,149142.0,Diesel,69,Metallic,Manual,1900,5,4,5,0,8215.0
390,Mar,2004,146698.0,Diesel,69,Metallic,Manual,1900,4,4,5,0,10017.0
391,Feb,2004,145220.0,Diesel,72,Metallic,Manual,2000,5,4,5,1,8215.0
392,May,2004,143373.0,Diesel,69,Metallic,Manual,1900,5,4,5,0,8745.0
393,Aug,2004,139246.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,10547.0
394,Jan,2004,136904.0,Diesel,69,Non-Metallic,Manual,1800,5,4,5,0,4717.0
395,Jul,2004,133677.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,10547.0
396,Sept,2004,126927.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,9540.0
397,Apr,2004,124988.0,Diesel,69,Metallic,Manual,1900,5,4,5,0,10547.0
398,Oct,2004,124476.0,Diesel,90,Metallic,Manual,2000,3,4,5,0,13197.0
399,Feb,2004,124206.0,Petrol,110,Metallic,Manual,1600,4,4,5,0,11130.0
400,Mar,2004,122491.0,Petrol,110,Metallic,Manual,1600,4,4,5,0,11395.0
401,Apr,2004,122020.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,9487.0
402,Mar,2004,121949.0,Diesel,69,Metallic,Manual,1900,5,4,5,0,11130.0
403,Jan,2004,120837.0,Diesel,72,Metallic,Manual,2000,5,4,5,0,5459.0
404,Aug,2004,114331.0,Petrol,97,Non-Metallic,Manual,1400,5,4,5,0,11607.0
405,May,2004,111093.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,10017.0
406,Mar,2004,109661.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,10547.0
407,Jun,2004,109199.0,Diesel,69,Non-Metallic,Manual,1900,5,4,5,0,11607.0
408,Oct,2004,108493.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12614.0
409,Jul,2004,108152.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,10547.0
410,Mar,2004,107433.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12667.0
411,Jul,2004,105857.0,Petrol,110,Metallic,Manual,1600,4,4,5,0,8374.0
412,May,2004,105282.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,11607.0
413,Sept,2004,103986.0,Diesel,69,Metallic,Manual,1900,5,4,5,0,9487.0
414,Jun,2004,103922.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12667.0
415,Aug,2004,103456.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,11554.0
416,Feb,2004,103068.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10547.0
417,Jun,2004,101903.0,Diesel,72,Non-Metallic,Manual,2000,3,4,5,1,10547.0
418,Mar,2004,101866.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,11607.0
419,Feb,2004,100065.0,Diesel,72,Non-Metallic,Manual,2000,3,4,5,1,9487.0
420,Feb,2004,99769.0,Petrol,86,Metallic,Manual,1300,3,4,5,1,9487.0
421,Aug,2004,96820.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,11130.0
422,Apr,2004,95612.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,9487.0
423,Apr,2004,95503.0,Diesel,69,Metallic,Manual,1900,5,4,5,0,9805.0
424,Sept,2004,94392.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,12190.0
425,May,2004,94340.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10335.0
426,Dec,2004,92510.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,10547.0
427,Aug,2004,91394.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,12137.0
428,Mar,2004,89674.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,13250.0
429,Jul,2004,88581.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11130.0
430,Jul,2004,88092.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727.0
431,Jul,2004,87773.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,12932.0
432,Jul,2004,87699.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,11607.0
433,Mar,2004,86819.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,11607.0
434,Aug,2004,85139.0,Petrol,110,Metallic,Automatic,1600,3,4,5,0,11967.0
435,Aug,2004,84895.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,11395.0
436,Apr,2004,84588.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11549.0
437,Oct,2004,83512.0,CNG,110,Metallic,Manual,1600,5,4,5,0,12190.0
438,Sept,2004,83316.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,10335.0
439,Feb,2004,82447.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,10865.0
440,Aug,2004,82307.0,Petrol,110,Non-Metallic,Manual,1600,4,4,5,0,13250.0
441,Mar,2004,81906.0,Petrol,110,Metallic,Manual,1600,4,4,5,0,12667.0
442,Jul,2004,80737.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,11395.0
443,Nov,2004,79764.0,Petrol,110,Metallic,Manual,1600,4,4,5,0,12137.0
444,Mar,2004,79745.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12667.0
445,Sept,2004,79548.0,Petrol,110,Metallic,Manual,1600,3,4,6,0,12455.0
446,Jul,2004,79340.0,Petrol,110,Metallic,Automatic,1600,4,4,5,0,11607.0
447,Feb,2004,79198.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12667.0
448,Aug,2004,79135.0,Diesel,69,Non-Metallic,Manual,1900,3,4,5,0,11655.0
449,Jan,2004,78970.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,12137.0
450,Aug,2004,78964.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,9434.0
451,Jul,2004,78052.0,Petrol,110,Non-Metallic,Manual,1587,5,4,5,0,11130.0
452,Oct,2004,77807.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12455.0
453,Aug,2004,77566.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,12137.0
454,May,2004,77380.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,12720.0
455,Jul,2004,76577.0,Petrol,110,Non-Metallic,Automatic,1600,3,4,5,0,12667.0
456,Apr,2004,76320.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,10441.0
457,Mar,2004,76028.0,Petrol,110,Metallic,Manual,1600,4,4,5,0,11607.0
458,Mar,2004,75553.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11607.0
459,Jul,2004,74666.0,Diesel,69,Metallic,Manual,1900,3,4,5,0,9217.0
460,Apr,2004,74453.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,11649.0
461,Feb,2004,74002.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,10070.0
462,Aug,2004,73839.0,Petrol,86,Non-Metallic,Manual,1300,3,4,6,1,12667.0
463,Nov,2004,73748.0,Petrol,97,Non-Metallic,Manual,1400,5,4,5,0,11395.0
464,Oct,2004,73140.0,Diesel,69,Metallic,Manual,1900,5,4,5,0,9275.0
465,Aug,2004,72679.0,Petrol,110,Metallic,Manual,1600,4,4,5,0,9275.0
466,Feb,2004,72631.0,Diesel,72,Metallic,Manual,2000,3,4,5,0,12137.0
467,Nov,2004,72519.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,10547.0
468,Jan,2004,70784.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12667.0
469,May,2004,70519.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,14787.0
470,Mar,2004,70027.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,11925.0
471,Jul,2004,69399.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,11554.0
472,Jan,2004,69324.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,10335.0
473,May,2004,69080.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,10547.0
474,Jan,2004,68900.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12667.0
475,Sept,2004,68045.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,11077.0
476,Mar,2004,67840.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,9487.0
477,Mar,2004,67620.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,10865.0
478,Apr,2004,67453.0,Petrol,110,Metallic,Manual,1600,4,4,5,0,10526.0
479,Mar,2004,66923.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,11130.0
480,Mar,2004,66910.0,Petrol,110,Metallic,Manual,1600,4,4,5,0,12667.0
481,Sept,2004,66780.0,Diesel,69,Metallic,Manual,1900,5,4,5,0,12190.0
482,Feb,2004,66780.0,Petrol,110,Non-Metallic,Manual,1600,4,4,5,0,12190.0
483,Mar,2004,66766.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12137.0
484,Jan,2004,66516.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,10494.0
485,Mar,2004,66270.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,10070.0
486,Jul,2004,66017.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,11130.0
487,Jul,2004,65372.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11395.0
488,Mar,2004,64660.0,Diesel,69,Non-Metallic,Manual,2000,5,4,5,0,9487.0
489,Jan,2004,64660.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,12720.0
490,Apr,2004,64191.0,Petrol,110,Metallic,Manual,1600,4,4,5,0,10536.0
491,Oct,2004,63969.0,Petrol,110,Non-Metallic,Manual,1600,4,4,5,0,11607.0
492,Mar,2004,63853.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,11395.0
493,Jun,2004,62540.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,10387.0
494,Jun,2004,62287.0,Petrol,97,Non-Metallic,Manual,1300,5,4,5,0,12455.0
495,Mar,2004,62270.0,Petrol,110,Metallic,Manual,1600,4,4,5,0,12667.0
496,May,2004,62112.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,11925.0
497,Mar,2004,62042.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12455.0
498,Feb,2004,61880.0,Petrol,110,Metallic,Manual,1600,3,4,5,1,11607.0
499,Jan,2004,61631.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,11925.0
500,Apr,2004,61425.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,10547.0
501,Jun,2004,61104.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10282.0
502,Oct,2004,60950.0,Petrol,110,Metallic,Manual,1600,4,4,5,0,12667.0
503,Apr,2004,60924.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,10494.0
504,Feb,2004,60148.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,10589.0
505,Sept,2004,60076.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,10044.0
506,Mar,2004,59230.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12190.0
507,Apr,2004,58830.0,Petrol,110,Metallic,Manual,1600,4,4,5,0,12667.0
508,Feb,2004,58194.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,12190.0
509,Jul,2004,57733.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11130.0
510,Nov,2004,56922.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,11554.0
511,May,2004,56775.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,12402.0
512,Jun,2004,56612.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12614.0
513,Jun,2004,56464.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,14787.0
514,Aug,2004,56303.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,11607.0
515,Jan,2004,55595.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,11130.0
516,Feb,2004,55278.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,11395.0
517,Feb,2004,55269.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12667.0
518,Jan,2004,55120.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,10600.0
519,Sept,2004,54025.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,11125.0
520,Jul,2004,53424.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12137.0
521,Mar,2004,53000.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,9964.0
522,Jun,2004,53000.0,Petrol,86,Metallic,Manual,1300,5,4,5,0,12667.0
523,Apr,2004,52967.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10229.0
524,Aug,2004,52542.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,20087.0
525,Jun,2004,52441.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,12137.0
526,May,2004,52398.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,10865.0
527,Sept,2004,52382.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,12137.0
528,Mar,2004,52328.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,10547.0
529,Jan,2004,51655.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,11130.0
530,Mar,2004,51272.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,14575.0
531,Sept,2004,50955.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,10547.0
532,Mar,2004,50723.0,Petrol,110,Metallic,Manual,1600,4,4,5,0,10865.0
533,Mar,2004,50634.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,11501.0
534,May,2004,50550.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12609.0
535,Apr,2004,50298.0,Petrol,110,Metallic,Manual,1600,3,4,5,1,13727.0
536,Jul,2004,50052.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12667.0
537,Jan,2004,50044.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,11395.0
538,Mar,2004,49667.0,Petrol,97,Non-Metallic,Manual,1400,5,4,5,0,10123.0
539,Jan,2004,49290.0,Petrol,86,Non-Metallic,Manual,1300,5,4,5,0,11607.0
540,May,2004,49236.0,Petrol,110,Metallic,Manual,1600,4,4,5,0,12455.0
541,Oct,2004,49174.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11607.0
542,Mar,2004,49004.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,13197.0
543,May,2004,48791.0,Petrol,110,Metallic,Manual,1600,4,4,5,0,11130.0
544,Jul,2004,48760.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,11554.0
545,Jul,2004,48654.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727.0
546,Oct,2004,48601.0,Petrol,97,Non-Metallic,Manual,1400,5,4,5,0,11607.0
547,Jan,2004,48056.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13250.0
548,Feb,2004,47209.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,10547.0
549,Jan,2004,46322.0,Petrol,86,Metallic,Manual,1300,3,4,5,0,11395.0
550,Sept,2004,45707.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,13250.0
551,Aug,2004,44213.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,11077.0
552,May,2004,44202.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,11395.0
553,Aug,2004,44134.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727.0
554,Jul,2004,43749.0,Petrol,97,Non-Metallic,Manual,1400,5,4,5,0,11655.0
555,Aug,2004,43286.0,Petrol,110,Non-Metallic,Automatic,1600,3,4,5,0,12667.0
556,Jul,2004,42824.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,11925.0
557,Oct,2004,42783.0,Petrol,110,Metallic,Manual,1600,5,4,5,1,12667.0
558,Mar,2004,42744.0,Petrol,86,Non-Metallic,Manual,1300,5,4,5,0,14575.0
559,Oct,2004,42400.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11660.0
560,Jul,2004,42088.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,14310.0
561,Mar,2004,41648.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,11607.0
562,Mar,2004,41340.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,11395.0
563,Oct,2004,41234.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,9487.0
564,Jun,2004,40707.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,13727.0
565,Jan,2004,39709.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,10335.0
566,Mar,2004,39220.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,11554.0
567,Feb,2004,38590.0,Petrol,110,Metallic,Manual,1600,4,4,5,0,11655.0
568,Sept,2004,38165.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,11395.0
569,May,2004,38160.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,11607.0
570,Aug,2004,38160.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,13780.0
571,Dec,2004,38160.0,Petrol,110,Metallic,Automatic,1600,3,4,5,0,13727.0
572,May,2004,37972.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12190.0
573,Jan,2004,37344.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,11607.0
574,Sept,2004,37251.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,12413.0
575,Aug,2004,36983.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,10579.0
576,Jun,2004,36975.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12985.0
577,Nov,2004,36040.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12190.0
578,Jan,2004,36038.0,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12667.0
579,Feb,2004,35224.0,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,12190.0
580,Nov,2004,35002.0,Petrol,110,Metallic,Manual,1600,5,4,5,0,12614.0
581,Aug,2004,33919.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,12646.0
582,May,2004,33474.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,11130.0
583,Jan,2004,32860.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,9487.0
584,Nov,2004,32654.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,11077.0
585,Feb,2004,32289.0,Petrol,86,Metallic,Manual,1300,5,4,5,0,11130.0
586,Jul,2004,31467.0,Petrol,110,Metallic,Automatic,1600,3,4,5,0,13727.0
587,Feb,2004,31429.0,Petrol,86,Non-Metallic,Manual,1300,3,4,6,1,10547.0
588,May,2004,31270.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,13674.0
589,Sept,2004,30375.0,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,10547.0
590,Feb,2004,29150.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,10547.0
591,Sept,2004,28554.0,Petrol,110,Metallic,Manual,1600,3,4,5,0,11607.0
592,Apr,2004,28221.0,Petrol,97,Non-Metallic,Manual,1400,5,4,5,0,11607.0
593,Oct,2004,27794.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,10547.0
594,Jul,2004,24007.0,Petrol,97,Metallic,Manual,1400,5,4,5,0,11607.0
595,Jul,2004,23850.0,Petrol,97,Metallic,Manual,1400,3,4,5,0,11448.0
